1	406991.075	45858.720	20.656
2	406990.802	45859.069	20.430
3	406990.456	45859.408	20.350
4	406990.189	45859.814	20.155
5	406989.897	45860.188	20.004
6	406989.570	45860.626	20.041
7	406989.265	45861.059	19.975
8	406988.962	45861.468	20.059
9	406988.645	45861.907	20.054
10	406988.360	45862.306	20.203
11	406988.013	45862.669	20.231
12	406987.786	45863.107	20.506
13	406987.493	45863.447	20.690
14	406987.221	45863.729	20.946
15	406987.053	45864.083	21.346
16	406986.798	45864.198	21.753
17	406986.741	45864.419	22.252
18	406986.598	45864.552	22.747
19	406986.637	45864.569	23.229
20	406986.556	45864.668	23.740
21	406986.516	45864.688	24.255
22	406986.494	45864.695	24.780
23	406986.549	45864.732	25.256
24	406986.612	45864.693	25.728
25	406986.634	45864.559	26.273
26	406986.722	45864.469	26.754
27	406986.806	45864.293	27.274
28	406986.972	45864.101	27.673
29	406987.129	45863.884	28.124
30	406987.332	45863.601	28.499
31	406987.551	45863.397	28.860
32	406987.807	45863.011	29.115
33	406988.066	45862.651	29.392
34	406988.356	45862.320	29.513
35	406988.634	45861.937	29.774
36	406988.937	45861.521	29.821
37	406989.241	45861.091	29.769
38	406989.546	45860.655	29.863
39	406989.840	45860.280	29.684
40	406990.132	45859.807	29.566
41	406990.408	45859.472	29.351
42	406990.674	45859.101	29.120
43	406990.941	45858.782	28.906
44	406991.140	45858.539	28.480
45	406991.375	45858.248	28.196
46	406991.549	45858.063	27.774
47	406991.667	45857.842	27.272
48	406991.794	45857.740	26.828
49	406991.908	45857.635	26.381
50	406991.973	45857.480	25.878
51	406991.948	45857.468	25.298
52	406992.056	45857.402	24.868
53	406992.035	45857.473	24.336
54	406991.938	45857.455	23.788
55	406991.932	45857.556	23.301
56	406991.902	45857.633	22.805
57	406991.787	45857.732	22.310
58	406991.736	45857.848	21.812
59	406991.595	45858.112	21.339
60	406991.305	45858.308	21.003
